Customer name,Encrypted PIN
*,19020744335e24386684677c5c624681ce3db07a5e2315c1d44b5aadb9c979ad
*,afa3d7ff07951021c87bd376f2838fdc5edd65254a798dd52615adeda77d3d3c
*,2896510307e9cce9bb903cc39835c12c2fdc072e824c4f3fb804b2370ee53283
*,7e3bfb398acf646ef332624a8fb0616dc4d016ae84b39d16585ef3ec81cf23e0
*,05723de44157228eb52a162a099597bc9ee13f876bed2166fb9ba22a0f1d5e9a
*,26e849ac30459ff8a474dae0f3dd0c750601ac94c513f401b4775cf1dff56b63
*,ccfcdaae6a0a977c2bac4819e535333231b7c261221bf8dbbdba396b6a55dcb2
*,c540a5252993181d8d51029d38ce3b90bc7fa9a689a96d85ac8b46c1de309119
*,8c13f4f3215be96abe5caa28fdb0092f34187322e06193ddd7cf5bbc1e7b66f1
*,ab8eca39e4e8bca45e4922adc18469e639ae9649bdcaa826523be1db81da73df
*,30a948d713a4e7bbb1455f977506c13c5ca537f73c823809b9ab3143b23af49c
*,76a79f409bc636ddf785567a4c1c8a52a832d7cb19f1764074d2cd0b11c5f6ce
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,5fcc8dfe8a0638de394ec4c3554eff608755570346e6f695990d2e434ece310b
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,5210ce97a3aad8fa02ef9274c2adc337a62ea5075dd7e5438a6ffe995b35694e
*,ad7265ec6f524817bedb8edb1c91ee3d972ddbabe4f9caeb6bd278e7c8a4a385
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,c32acee941036894588c8f647ce9f67749b880a74b890c544e191605182a3847
*,4c17067d3e02ba7ffeb7bb4133177078a103e132c069c8ae6ab5ec62f1ebf07a
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,8a68b93922c533d1a059262a1597d163999cec29f0213d02f6e0a0a74d168fde
*,48413fa859f476ca1884a60b235c8a1abc486b56e29f7e409f0d84d2df4021ca
*,9d591e23a8c8713e6a12061d8338fe86e18728d4ec640628ac572d6b54f36fea
*,6c27eaf35075603e8e3cb389e044c3276c2aab8036f192177f13c5303194bd31
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,1f2f6a0568004e2f7a9db045af434504fb64433bb8a297d73f3df9b711502b61
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,8f6adabe9b893b0fe98ae55bcbedb52516614dacdb1732195aea19ac15d875e7
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,81a48f3e9d0c1d45d844212c49c2a517df0004a211bc094b42ad921bf8af3e45
*,e60d7d5be1be2be54f9b5d381145ecde63bfd040e1047c31d1cffd823b25d96a
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,d08405c02c67db9bc9e4858da9332b015c9d9213f0e2f2a0ef281a67df80f626
*,c2a3a67647ab022797c79e53fa8473d0db15f5b5fd8ad0f472fdd3a04cb993ef
*,08c51576259a7bee1623287ed241da05939a8c1645592e7863701f4e6af943f0
*,3d1d961aa30da794d91e8c117224a02e71dc3fd970cb70497b6f77a2297fb2a0
*,148324bc203f9896473e79a593486e2ac9fc3d5a1dd2d23ed780fce53110d2c0
*,99c0fa85e19f0c937d8458394b3fccef12e780a485798c3cd5dd3baa0c2ac8e8
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,315f8b8fb2d14b340e84438a2ba5f1351fc44d978e6ae1f8c512e397d5da8229
*,04d66c5a04b154c79c0f10dd8950fe60d886b62965737fc39501f2b5253c50a4
*,0c5e8aa1a8a2fc597c8e14ba2d4f2f33199a3541e6e4ac618d0888269a21275d
*,2486384828d6b60ebf3c947f663b594b4a4ec0b690ba209725441c18bba61311
*,c851406f5856bd7c04b5bb9496487709e513e54d3d48428f7d9ed0a1ecfcac02
*,5c2129200716ac88d6b4b66cbee134fddc4914ab531930d54fb74e69505e9f4e
*,458b20a6841bb373fa75936b51b6a0f4bf3573a8858d5da2db0a0d531d0190c7
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,32eb7a09b49c757cde0c2014a2f051ec1e30f7947c748d5fe31bae1c6c9f701d
*,d15f8a65d7370bcbdcc93c7c4afb05e25b30220d52d054ab76972e57cc684342
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,cbc2e7caab915973f3713cbe50999e392c9401d13e6a2c0fb082ccf0452eff40
*,394e88998acf4ee2d8bef41c775adb83d25b6d759b4c8a93386e71e5ea5aefd5
*,6220c2a56b0a7b8cf869f3fd9a992a642bbff831bcdf9f3f7558b8b0d873e7ba
*,4e3b3e621a13b04294c1e45d3a94000ceff3e990607e336aa65209617c1189dc
*,cb3a215e1f4f44435e8ad7321b1650f37024f9ff51876ade99057e0f5b54fd98
*,4ff367e2ef469c4302428159867402ffeaef356b69bfb4f6c6c21f67c65432b6
*,7a0a96bdfb4f2e328cdf4cd092fcb77e3e2e1db097ff369491966f379994dc7d
*,06813ec1231f7995e83cea5297c174f8b93b09cd17780315bd5a123a64e3ab79
*,603b411689fc015588c1428ff2e6da45d23fa41235cbf87f4dbf538ab4b318b1
*,542cc61059e5566327856d3fb6958ae652840f1e55f0ce53ce94328768ccb916
*,9ec3ee1b0da35bcda7b2dea06c0944c167b5a67baaaf2a8416db218f1e7d6775
*,7812fb296e6f70ec995b3b50e9bf49980f8d89b5b546497aaba2ecad2b0aa3bb
*,d5abe948970e26c9621857f975ed818410b0c6343132d715f3bd357844ba2bb5
*,8f6adabe9b893b0fe98ae55bcbedb52516614dacdb1732195aea19ac15d875e7
*,cc21eb16f0b50e8dd306038989003b3d2253fdb41a1aa252b5d8539f0c95995e
*,13f6edf3cefbe0fade93774bfb9531f0195a83bf944eefef9d3e12a1c9b05ea1
*,7c040e44c9e1c32e1377250d45225ab3f4d5ac1e5948b8d19706aa5be8258738
*,df8b4e3c6546a4ba0caf642e01f39d483b7389f0c32f99e0292b1efb10eff245
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,c4a07f37d903ea8dc38b41ac6e5463b961f4feb03cb58fcbde4524d6513e98d9
*,94d7d66ced2ab95471b4053bf5dca1263d7e027326b5f28a840863122d4ed7b2
*,39a35a7f80de2e0156324fedd6c99f456ed2ca1d413b09e8795d0cb0a3efaf58
*,c6371023f36fd9303181c082976e1b820f087a2ccc26e77fc68317c2d5c9bb8f
*,562fe4039febfd6af3d6e4fc7cbc637edb2c1289d8e4b409ae67b72b88677d44
*,8f6adabe9b893b0fe98ae55bcbedb52516614dacdb1732195aea19ac15d875e7
*,663951ffd5e00fe5dcbdcbff006558aeda6413a717ba041cd007aab6ca1a5514
*,f06b1bd6949df3a42fcc5cd4205952cca8279f05663661d9429065eb5254f59e
*,c53289bc979f13f7881dcf96e5b9c21b2feaf42ed8728de3b4d8c50127db64f0
*,0dc018968cf58ce937dbc9f388dc21b4df5efd0fb155069e2968f38547cc3158
*,8ca73fcd8912e1dbae358fffcf5f8544edbf321b9a033987f3a16db60dcb7b61
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,542cc61059e5566327856d3fb6958ae652840f1e55f0ce53ce94328768ccb916
*,5eb2a1f16b597f5480a9e04a68ad302c842730cc77faf0d89d68b8f1001d9529
*,aefdafb2e9c159f1f75c1de102e8c33ac8421ca5946ae6c56799a46f6f55eae7
*,7a0a96bdfb4f2e328cdf4cd092fcb77e3e2e1db097ff369491966f379994dc7d
*,1711c4394cfec7b6a87ab3be8b4f5f373b4603af456c7b2b5a35fa4a2a4092a0
*,29ea2b516a289cf2680217cc3551c1bdd781312f6d1fa3950ecd4144b0578817
*,ca0f4ac2b7f2730397a2675747a5a275e37b211d332ba2726ca463fcc8a43adc
*,599c8238b96fe020b8d373d6a6b49cb47bfe1814e08fe19c0d5a392db23bc153
*,ddb52f5771a14da8c08618eee57c611bd23bdc65656439e88cd1f606b7a8587e
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,55e574e15c4efe6bb3f4192d78cac1fc4c8e80de0a564fe037f8375971f92cee
*,c74f409a5085c77912fec3ba75f843ede272e20247432c03fbdb3fa64ae8e864
*,0f6bc9f77a059033b2410eeda6e1243a4e8368eddfffa8b6707a77c89d607532
*,d60b27ec1893b21fcb3bf9ba8008a9cf49e899174384b2b520f159cb0c867c52
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,8c8d1cfce9050760312309e685c2f0fbe6b1814dda45b4414dbe5c89cb9dc622
*,d63a06f12d1909f16494a0c83ce7fd169c5f0a558625e35a6d5c1b0543415385
*,7237b026839a90bb22c8328e43f0c9b7fef4f986b772c38d19e15ca1822d3e86
*,542cc61059e5566327856d3fb6958ae652840f1e55f0ce53ce94328768ccb916
*,b5aad8719bbdffd4849bcf68d22790de42c322eea355fd1f954fa4d9d5f1accd
*,e2bb560f282d0f85b48541d47bc4e4dd37ca636eef84e33e0a77128e0ce4de61
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,7a0a96bdfb4f2e328cdf4cd092fcb77e3e2e1db097ff369491966f379994dc7d
*,b1bf1a70d087cf7b0743dfd4ea9375af7b0fbc4dd13c3c101f96bf815f6a48ff
*,99c8bda708d6a0cd02d7ae206537ddbd9ac4a3441a9d50abef20f529fe097454
*,775175ee3359230fbf739d54ddf67670cb5ac2975e1202e4bb393526cf3b1d4d
*,dd21c1d5e8d276a24ee9b6935d5aaf350ae6dc8545d781834c728637afd03b76
*,48a7bd832e63034d98cebcbe103bbd6eac81addb4f313eeca7b5156ca0bbec45
*,30c64724743b1806f7feb5230f160e09d73dd73e5934452ef701cb3c160f8b1a
*,8930ce3e6d61699ce6f79b7c3751d0e6967f64bbf03da066d79f43dc9e415d57
*,eff96ed778b6c13b53d48628ada2789192b720c5cd51a0fdcb669e8100d526d5
*,bf22136c98cf20afe0afea78aca1a97c7953ae25a2e0883c8f8f857f7cf3289f
*,cb9b0684ce64d55d52352a1d4b4279b2236d375c82ea2c634dea8e3ee271c16f
*,10e8f83fa89a92845ead5ce239dfe64e9615326f9c0c4e14ad1aa81b13666289
*,89dbaadf0155c07f03b7ba9046bb44457dee53ed97f60b5c39b3c9fde024d44d
*,7f56613a7566f39a8f976789d417046a22cbafceb523f4c0cc2ac077ae9a3921
*,a95836a4a26dc8da26645b68a288d1c05f58f4124e22eb14e7d0aeb34d2f9c47
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,155a1a21cb5bc0626877b6af39cd1e6a75e503a638062decdfaa32ea68423073
*,d1ee1faa3a1b2e1cd3e2a2df7d7ceea55567d3e1b7d80354c6a522751544d6f2
*,19adca4be6fdc47a158b80b5d98b90ca1201af379d22c91ad84cfbe8f1f25952
*,c23f098733f16f398c6b63a0f6d4b4a64108518b278a212d14e39251dcc42dd8
*,beeacb1c9d58ebd6bff9faa84cb62c48a5dc23b810edd320de43f057c3b584bd
*,026a976760bd3292dfb660b3635b07b83fad28efb1a8a9051762713580c588ea
*,be02a482d59e272065b0f8d9928ccab20c9383174a6c0e8555d4fbefb2fc4c68
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,0331061c6ed62f1f2a847c71beaf3247c6abf4fe38804cb63e43d45022d662dd
*,0331061c6ed62f1f2a847c71beaf3247c6abf4fe38804cb63e43d45022d662dd
*,7b11dd004fd326e473e58fd6b9e8f44a301145173b104e443f01bf6682a16cd7
*,40932dbf1fe075b0df022281381049a0804e30085623bd0f5499262343332e21
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,46bde84d39b75d4286bdf31bacf1a1a201969e4ae0475cb1c05665fc317152b2
*,aaca24843e2bd9cd0532432205347b59cdc53f4b49152838972774f0531c68e5
*,59a39c334e02a830cc5fd2760f6a5027fee64927b73247d0da11c850e6032a5c
*,805279c5f824545114b66f5b4ec469291f2e842de46969d8487a7a45dd37c1b6
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,eba061cb1d485b59d345da44d61d06f88fc61775ff02f63a733c06cc6f52c589
*,5210ce97a3aad8fa02ef9274c2adc337a62ea5075dd7e5438a6ffe995b35694e
*,1ab3ef8968de29451af1d64d917638ea466ffe21e7ef51e2668ed44e0f7bf371
*,8e84c94c8ed9c881009ecb233b1e97b406ab4eb2ce11dd773174e916f9a0ccca
*,aeafbf223f77a37486467ec3583ec7e5879a68fbff2a967e9a3cb74516bdfae3
*,584a2746b2313ffa546f6538a26a13f4ddfa0b03fffde450115cd2c14a9cc566
*,de12522535fdd87dddfd79ef822fa8c046a200a45ad0f239edeb9169bef2700c
*,6a0aaffdfe2bc4f4ad6d2dc8e721988124289648b8dee2288e94451723ccda34
*,507b6638f8e3b6a570f451d3192c71f6688606633eb8547bd773307cf38b3d34
*,388165b45f37c7727a683fb804b7b5471f638643106a2c6013c2abd3f2ad4a62
*,767db6233c2ef2d59fc765644f32dd220dbc14dd87614c4df37e64bcd4a1b330
*,4ee395b8d6b5c9aee9095b2767e74e50c078f50ee98c5bd1289d58468f67f21c
*,ce4ca47ad1b86c689ecfe84941fd9c5e74eb90ed9954f0ffcfa6d46f4ac1928a
*,fdcba7edd1f3d2a379d7dca73910263f84b33c11884b1a3d921386366e4db993
*,5a5eeb1a021b1bd9308b03f57268cd3312253d4255bd77c7e950ad6c86e8f90a
*,bf2cd03a339ff4339c57ea37c87227b9a66e8ec9811946c83858114c5970a28d
*,1fe95c5443e7b7a4842376361f21cb0c5a0175aa0398648ecf328bed70c2b98c
*,d50bb72a396dca5100ae1811062550e995c33a2083e8e7d862b3e297d40afa7a
*,4cf17d7d3688790dfda080cdc4bd4e4aa9212104ae3693c0b4ef08c6956470aa
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,1df1d3b1f2b4ca3b430e15c31b97a66a003b5f30b14315b8d75ec801be96c862
*,45dd19a279fab9555b2734fc1a46cf32b87e13d3c4f502467d18456ef1f8cc85
*,eaa6aedee3560fe66dc87d405e113da1a6e4a8a2730c74e1fddd1604875c40b9
*,dee44ff998e61c0ab3fd35ee44a70aee50b1d4d89075b5ede2492f4ca217ca1a
*,24e933010e251ec6303f9082911387c0039db988368a015bf5b51fa0e38499e8
*,f21d1729f6e386889bb1d4a89e0c35b357138c908908bd83144e8d848878a67a
*,310340c0290fd3afc3d1f74f513a3b4019bb4d850904b56f7a8731be21b494fe
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,c65b7920034fd3767ae23b1ed74770e88c4150620c7dd44866894d99844d5165
*,30f9f6304cd8ef022bfc7c378723683105283e4f90fe7631da3de269339b5d9f
*,8f6adabe9b893b0fe98ae55bcbedb52516614dacdb1732195aea19ac15d875e7
*,9cfef0442218e174694897d21bcf6b84c194b9a6f5077c05a228e92857a31af5
*,dbd5fb71a220f05c0d4bfd9a91c68130d7f0b183974ed33ead64b7bc299878bd
*,7f71b6ac80a916f9bb499375d830157e787b4df6c877106a4ba155f8659ca92b
*,6c3b8feccc3407996c23055961d48e914c9fc2f393368331c0efd8dc40761d61
*,f397838ed9cb78992f9565ecd4fa20e1b4b8686be9075aebbd244f67595b878e
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,ae338e8eadb111faf664388b400fddb30d82f502c5ad830ba23f957d27cbca40
*,fc3b63d26e45c0e71eb99b6fe52dc1b7da5f28b3c4dfe5a7f039335555ead1c1
*,8a68b93922c533d1a059262a1597d163999cec29f0213d02f6e0a0a74d168fde
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,5ab9cd83692a8166cefa1e233751c85cf7f37f045fe8fbd0f811358dd0c94a8c
*,e8cce5312acbbf1669c614daeb6099477d59cc52f770b9774245fc003b7afb93
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,fe90b1deb6477ccefb2a81014f9baa15938296ff8a504c2a9120bfee288fa5b1
*,f3cc4907a4c52234916f50df3f6ae6790de880c1c2a46a743e5f0ef8fdb44701
*,306720530afe226d072167ba037d249d6d042fd71f3fa05a7d9f0decce89e8eb
*,8bf6f49d82006be0a21e47ea2bbe60735d623673144087fb770e4b7158dd5ed2
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,6ae0081a7b9b22f570f589ce86091f06838b78635dff344ce2fc92b4d25b65b1
*,13fa87a2a2f4b6e7dc0256ef5e8994295ceed44aaf0fd35b7cc9dfc1954b1255
*,6b027e7d266dee95f84f7464f76f553b73403f9eb820c4921cf56955347f085e
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,d02bd0354c453cef3c9499fff0cad89eae3aab57cd6ba9bd034f7158314d8876
*,acfbb47ce404159b6be6c7169100c8aac962ecf8d21470919e29ec9ac719895d
*,ee012af6502e13e21e3785fa0b803345b03b444ff7e1e7bf394d2b3f1f4830e6
*,fe0775ac501d159f0c59934b4be0e5f8c3c7d9d3274cd61930f650626860dae8
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,ba0ddb6babca25280b3c15a690b72799abdc3bf5bfa166c6385fd97fb1f7d14b
*,825c399632939b2dadfb76622b11f6c06c16468e55487b5816c8078cfdc37d82
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,eb14667b1ab6430902fcd5423cd5ae5c40b44eac8ad514553db000c821bef3ee
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,d2ed3859feea6ce322c3f7e1057e557c982633a5493fe2849c9d5877a3118b81
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,f933b2b3f99b02c6759294c55f5d79ec1e408ecb06c863bae4e584aaf4f5bcf0
*,9ab937ae9e5c427483f45d16316cb2c7d4c40e3be67cc901d732410bf4f2df39
*,2b1efea5e9b48bc0ef1508965c9c350a0880e9a2c97000dce4cb7bb680e337cd
*,20e09f7715dd2bb7772ee26285cb56e3baad8e2881145033c2710fd58ed71dda
*,542cc61059e5566327856d3fb6958ae652840f1e55f0ce53ce94328768ccb916
*,7ac09a078cc835027578d1c8d0ed1b7b218ff3454abf774dec9df807d1206c55
*,bc42c294a4a8da8e884f2782b620ae8453881a6b20aacab346c3170790f385f5
*,d295eb72ae2d41403353514c6f103e3f074545d66378a93f24af8307e55e0f5e
*,705fd84e78bfc0fdb725ebb6a8a1aff1ed2c92f154ffb84140b07ba342419c17
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,cd906f75a5bf72c4400179a3979b70dca7af84fbe87d06453c5b17e493c54f07
*,c6371023f36fd9303181c082976e1b820f087a2ccc26e77fc68317c2d5c9bb8f
*,5f15963e1507d288c94cc00b317cc77eddf56c9eeb59b080d3946d7c87378d6b
*,657daef6aefbd6d539f18dd0aaf60f3b0d286662995412e2d167398077567d37
*,fb95c871c0b3594d4a9735d874f7c89c9ceb91f5a3e7502f478a67e2c3495669
*,4a2d59fcd97047e10149866719b06762e0d8fe8829bb126cfa5329e256909323
*,95b23214fe4b123e0577b7fdc77e1e65dc4e18166402907f3bf81ba749c31ed2
*,361e68d9798fd22eff65bd41f31ef8c1ecebff7a644bb009789a955443c64ca6
*,d76d0a7f22978f7f188becde6e78d0af161ca198ad41dead937ae54254569466
*,5bf35d399beb2389fb49cf0c108cf7f19af447dda6184c72787c83765ab71655
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,87d8d738294c4d24a17af01fb7ef6ce7569fbde2aadbbcbd8bd90efe4af31d7d
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,0088201cfbe91fbc020283d27c65a685b8f05eb31eb18dabf47c5427f587d904
*,2c320c49fd2a5b654f013e6fadf0a7acd2584ea9a4af4c38bdf90d32ae409927
*,3680bb7047e8cd152a1b98d33097cc3cdf8c81a526c48bc2fc4063f1304a180b
*,ffda800930774618f8acc318833871f2a194a8f4311497f620701aa456ca9b62
*,e8968d8ba1c74bf101445ca5dc85769f58ceec77114656e2f4e677d06313549c
*,09dedbcae46911a66a896f7b45bf70e80fe26744b27f399d99530786aafe693e
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,8cb2ba8641a1dc569ba6fdb107b33c7c1b6fbbf2acdcd1848bc9f064cdc69095
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,62d6d173d92fbf118765c5cbec2c34b3909c50c5dfc5c7216d0a3cd921f13665
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,e99886d35e77690af09b1cb4868484d8b4e55a376fce244cad0ff54b3ff260ee
*,a788ebfb3d98681868a12fb563851682634502314e2caf644d77343848c2bfe3
*,518e11103641366ce1da267d8054aaddcdf88569b9de7ae5e650963215fbc1fb
*,e6c0f6055286cd039975db9f99cbca5af9b7b43f0920cf951f8ee6bd8fd5407e
*,0062f93050e4d4f5e1c3f0508e732eadfb167c8ea974943f107fa4ef41fa8873
*,542cc61059e5566327856d3fb6958ae652840f1e55f0ce53ce94328768ccb916
*,7a0a96bdfb4f2e328cdf4cd092fcb77e3e2e1db097ff369491966f379994dc7d
*,91c42d9f500a94bc719b06be9f39e39c1427a8e3e3e6841c52b6fe42c7c912dc
*,9311703edaf164519d8c41246705b3e8c0b4aa8870279859876d2385744e038e
*,2b8a3b7b5dd89e2f97096d1221d7396a7c031d604b2e354d46f7aa26bfba9763
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,2fd2cea0c427149bf6b55b7a18d4faf31df682b2816e2043d04a985790aadac5
*,f3e29e7cda56d492fa3c553d1182703ffc2b9797dc27e8e88424e935b7ce2f88
*,5210ce97a3aad8fa02ef9274c2adc337a62ea5075dd7e5438a6ffe995b35694e
*,0bf8d6f98524df82d95477d63478bcc17e015cba6b6d7fcca46448fff55f1044
*,cbf9a2deb48f1c1aa6cd1e1896cb4795d01078d14f47a09628a5ad1b8ec0b27f
*,f5042625b141a30a8b0cfd23e0359d37b7059b3fd26da24c12b365ee252116d9
*,3680bb7047e8cd152a1b98d33097cc3cdf8c81a526c48bc2fc4063f1304a180b
*,542cc61059e5566327856d3fb6958ae652840f1e55f0ce53ce94328768ccb916
*,e552055c80e16f4c642e231a1347eb38165f8a11c1c17d4474c8f6da31b3ec82
*,34c0132d833cdf9978de13320e4f277a5cb88e1ab761923bb718898aceccdf1f
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,dacd3b8d67ecec48acbaf56c3a5352f784b341cfbed1f4f7612dbb0527086025
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,670cfb121870210382e94fb13db6d573487c2aa5943edebca3ea59f30e8bd504
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,f780645f6e2c885e82789ac33f058e219d0298438db6f9d25832fe2f891d4b5d
*,ae39ec0e973e04f0bc1a537bba2427702d8ffb73b08beff51d35942b2bbb2b6e
*,2151a79c14878a0b4bdbe365390ebdd97d15b53059464b56adc8318612b0cd80
*,7e499d85c3398bd35273b01d4236f4e5613280950463e674512040871de384bf
*,f46eabb09c360bed0edae7e65333c15d60ac28a8c89c0aacce48cbef01908225
*,334d033732815ec72a3ce9d53aa5c8714f4738009b1718f609489e76fc745b61
*,db17ee261f859f8c1408b3cefbe28480fedd132a5cfaa5b2ec661f3cb3b3e321
*,2b4f3647759e190758ebabcdb12a7bda45e2d127ba1ac4ced4dc7ef9a69909d1
*,cc70847cdaaa1c2ecfe5cda776651458fa99f2f76f5c5c118e5d8e1f7498c049
*,19ce03c64003a45d773ebf85519241f9ad440c98e8e50c75e79299a99bd10933
